LAST SEEN   TYPE      REASON              OBJECT                            MESSAGE
6m16s       Normal    Created             pod/api-66c8cd86fc-qsqqm          Created container api
6m16s       Normal    Pulled              pod/api-66c8cd86fc-wlwcm          Container image "rsl/api:latest" already present on machine
6m16s       Normal    Started             pod/api-66c8cd86fc-wlwcm          Started container api
6m16s       Normal    Pulled              pod/api-66c8cd86fc-rfqpd          Container image "rsl/api:latest" already present on machine
6m16s       Normal    Created             pod/api-66c8cd86fc-rfqpd          Created container api
6m16s       Normal    Started             pod/api-66c8cd86fc-rfqpd          Started container api
6m16s       Normal    Started             pod/api-66c8cd86fc-2jjn5          Started container api
6m16s       Normal    Pulled              pod/api-66c8cd86fc-qsqqm          Container image "rsl/api:latest" already present on machine
6m16s       Normal    Created             pod/api-66c8cd86fc-wlwcm          Created container api
6m7s        Warning   Unhealthy           pod/api-66c8cd86fc-rz55t          Readiness probe failed: Get "http://10.42.3.26:8000/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m2s        Normal    SuccessfulCreate    replicaset/api-66c8cd86fc         Created pod: api-66c8cd86fc-86pxh
6m2s        Normal    SuccessfulCreate    replicaset/api-66c8cd86fc         Created pod: api-66c8cd86fc-rcm5b
6m2s        Normal    SuccessfulRescale   horizontalpodautoscaler/api-hpa   New size: 10; reason: cpu resource utilization (percentage of request) above target
6m2s        Normal    ScalingReplicaSet   deployment/api                    Scaled up replica set api-66c8cd86fc to 10 from 8
6m1s        Normal    Started             pod/api-66c8cd86fc-rcm5b          Started container api
6m1s        Normal    Created             pod/api-66c8cd86fc-86pxh          Created container api
6m1s        Normal    Pulled              pod/api-66c8cd86fc-86pxh          Container image "rsl/api:latest" already present on machine
6m1s        Normal    Pulled              pod/api-66c8cd86fc-rcm5b          Container image "rsl/api:latest" already present on machine
6m1s        Normal    Created             pod/api-66c8cd86fc-rcm5b          Created container api
6m1s        Normal    Started             pod/api-66c8cd86fc-86pxh          Started container api
5m34s       Normal    Created             pod/api-66c8cd86fc-p2lxs          Created container api
5m34s       Normal    SuccessfulCreate    replicaset/api-66c8cd86fc         Created pod: api-66c8cd86fc-p2lxs
5m34s       Normal    Killing             pod/api-66c8cd86fc-2jjn5          Stopping container api
5m34s       Normal    Pulled              pod/api-66c8cd86fc-p2lxs          Container image "rsl/api:latest" already present on machine
5m34s       Normal    Started             pod/api-66c8cd86fc-p2lxs          Started container api
33s         Normal    SuccessfulCreate    replicaset/api-66c8cd86fc         Created pod: api-66c8cd86fc-v9pst
33s         Normal    Killing             pod/api-66c8cd86fc-86pxh          Stopping container api
32s         Normal    Pulled              pod/api-66c8cd86fc-v9pst          Container image "rsl/api:latest" already present on machine
32s         Normal    Created             pod/api-66c8cd86fc-v9pst          Created container api
32s         Normal    Started             pod/api-66c8cd86fc-v9pst          Started container api
